iso3,country,indicator,indicator_label,framework_layer,year,value,region,income_group,data_status,years_since_estimate,indicator_short,l2_dimension
UNICEF_ECARO,Europe and Central Asia (UNICEF Prog.regions),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,93.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_ECARO,Europe and Central Asia (UNICEF Prog.regions),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,90.2,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_ECARO,Europe and Central Asia (UNICEF Prog.regions),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.2,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_ECARO,Europe and Central Asia (UNICEF Prog.regions),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,53.9326,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNICEF_ECARO,Europe and Central Asia (UNICEF Prog.regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,34.5621,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_ECAR_OPS,ECAR (operational region),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,92.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_EECA,Europa del Este y Asia Central,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,93.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_EECA,Europa del Este y Asia Central,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,90.2,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_EECA,Europa del Este y Asia Central,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.4,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_EECA,Europa del Este y Asia Central,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,53.9326,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNICEF_EECA,Europa del Este y Asia Central,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,34.5621,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_ESA,África Oriental y Meridional,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,76.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_ESA,África Oriental y Meridional,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,60.3,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_ESA,África Oriental y Meridional,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,76.7,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_ESA,África Oriental y Meridional,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,69.4849,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNICEF_ESA,África Oriental y Meridional,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,56.7422,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_ESA,África Oriental y Meridional,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,12.3399,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNICEF_ESA,África Oriental y Meridional,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,19.4124,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNICEF_ESA,África Oriental y Meridional,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,51.0899,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNICEF_ESARO,Eastern and Southern Africa (UNICEF Prog.regions),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,79.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_ESARO,Eastern and Southern Africa (UNICEF Prog.regions),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,62.4,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_ESARO,Eastern and Southern Africa (UNICEF Prog.regions),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,75.6,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_ESARO,Eastern and Southern Africa (UNICEF Prog.regions),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,69.4849,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNICEF_ESARO,Eastern and Southern Africa (UNICEF Prog.regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,56.7422,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_ESARO,Eastern and Southern Africa (UNICEF Prog.regions),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,12.3399,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNICEF_ESARO,Eastern and Southern Africa (UNICEF Prog.regions),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,19.4124,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNICEF_ESARO,Eastern and Southern Africa (UNICEF Prog.regions),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,51.0899,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNICEF_ESAR_OPS,ESAR (operational region),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,79.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_LAC,América Latina y el Caribe,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,82.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_LAC,América Latina y el Caribe,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,91.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_LAC,América Latina y el Caribe,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,95.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_LAC,América Latina y el Caribe,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,58.858,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNICEF_LAC,América Latina y el Caribe,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,43.2,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_LACRO,Latin America and the Caribbean (UNICEF Prog.regions),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,82.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_LACRO,Latin America and the Caribbean (UNICEF Prog.regions),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,91.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_LACRO,Latin America and the Caribbean (UNICEF Prog.regions),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,95.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_LACRO,Latin America and the Caribbean (UNICEF Prog.regions),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,58.858,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNICEF_LACRO,Latin America and the Caribbean (UNICEF Prog.regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,43.2,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_LACR_OPS,LACR (operational region),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,82.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_MENA,Oriente Medio y África del Norte,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,86.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_MENA,Oriente Medio y África del Norte,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,75.8,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_MENA,Oriente Medio y África del Norte,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,93.6,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_MENA,Oriente Medio y África del Norte,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,33.9498,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNICEF_MENA,Oriente Medio y África del Norte,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,32.6988,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_MENA,Oriente Medio y África del Norte,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,27.6929,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNICEF_MENA,Oriente Medio y África del Norte,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,37.6155,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNICEF_MENA,Oriente Medio y África del Norte,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,59.3295,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNICEF_MENARO,Middle East and North Africa (UNICEF Prog.regions),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,79.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_MENARO,Middle East and North Africa (UNICEF Prog.regions),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,70.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_MENARO,Middle East and North Africa (UNICEF Prog.regions),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,92.7,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_MENARO,Middle East and North Africa (UNICEF Prog.regions),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,37.6155,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNICEF_MENA_OPS,MENA (operational region),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,79.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_NA,América del Norte,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,94.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_NA,América del Norte,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,97.5,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_NA,América del Norte,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,98.8,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_NA,América del Norte,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,25.8,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_PROG_REG_GLOBAL,UNICEF Programme Regions - Global,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,85.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_PROG_REG_GLOBAL,UNICEF Programme Regions - Global,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,70.3,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_PROG_REG_GLOBAL,UNICEF Programme Regions - Global,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,86.4,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_REP_REG_GLOBAL,UNICEF reporting regions - Global,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,85.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_REP_REG_GLOBAL,UNICEF reporting regions - Global,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,70.3,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_REP_REG_GLOBAL,UNICEF reporting regions - Global,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,86.4,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_ROSA,South Asia (UNICEF Prog.regions),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,92.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_ROSA,South Asia (UNICEF Prog.regions),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,62.8,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_ROSA,South Asia (UNICEF Prog.regions),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,87.8,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_ROSA,South Asia (UNICEF Prog.regions),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,37.7055,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNICEF_ROSA,South Asia (UNICEF Prog.regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,59.5299,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_ROSA,South Asia (UNICEF Prog.regions),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,13.56,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNICEF_ROSA,South Asia (UNICEF Prog.regions),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,23.3948,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNICEF_ROSA,South Asia (UNICEF Prog.regions),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,43.2573,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNICEF_ROSA_OPS,ROSA (operational region),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,92.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_SA,Asia Meridional,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,92.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_SA,Asia Meridional,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,62.8,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_SA,Asia Meridional,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,87.8,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_SA,Asia Meridional,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,37.7055,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNICEF_SA,Asia Meridional,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,59.5299,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_SA,Asia Meridional,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,13.56,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNICEF_SA,Asia Meridional,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,23.3948,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNICEF_SA,Asia Meridional,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,43.2573,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNICEF_SSA,África Subsahariana,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,74.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_SSA,África Subsahariana,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,57.5,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_SSA,África Subsahariana,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,72.5,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_SSA,África Subsahariana,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,56.4452,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNICEF_SSA,África Subsahariana,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,45.6413,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_SSA,África Subsahariana,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,10.5819,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNICEF_SSA,África Subsahariana,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,18.4572,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNICEF_SSA,África Subsahariana,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,43.0164,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNICEF_WCA,África Occidental y Central,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,72.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_WCA,África Occidental y Central,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,55.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_WCA,África Occidental y Central,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,68.6,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_WCA,África Occidental y Central,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,45.9036,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNICEF_WCA,África Occidental y Central,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,37.4525,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_WCA,África Occidental y Central,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,9.2972,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNICEF_WCA,África Occidental y Central,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,17.6576,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNICEF_WCA,África Occidental y Central,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,37.1817,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNICEF_WCARO,West and Central Africa (UNICEF Prog.regions),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,72.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_WCARO,West and Central Africa (UNICEF Prog.regions),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,55.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNICEF_WCARO,West and Central Africa (UNICEF Prog.regions),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,68.6,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNICEF_WCARO,West and Central Africa (UNICEF Prog.regions),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,45.9036,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNICEF_WCARO,West and Central Africa (UNICEF Prog.regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,37.4525,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNICEF_WCARO,West and Central Africa (UNICEF Prog.regions),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,9.2972,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNICEF_WCARO,West and Central Africa (UNICEF Prog.regions),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,17.6576,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNICEF_WCARO,West and Central Africa (UNICEF Prog.regions),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,37.1817,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNICEF_WCAR_OPS,WCAR (operational region),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,72.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_WE,Europa Occidental,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,93.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNICEF_WE,Europa Occidental,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,98.7,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_AFRICA,Africa (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,59.9,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_AFRICA,Africa (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,74.8,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_AFRICA,Africa (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,54.4855,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_AFRICA,Africa (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,44.7919,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_AFRICA,Africa (UNSDG),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,11.9608,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNSDG_AFRICA,Africa (UNSDG),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,20.5327,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_AFRICA,Africa (UNSDG),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,44.014,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNSDG_AMERICAS,Americas (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,93.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_AMERICAS,Americas (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,96.8,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_AMERICAS,Americas (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,58.858,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_AMERICAS,Americas (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,36.7721,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_ASIA,Asia (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,72.2,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_ASIA,Asia (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,91.5,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_ASIA,Asia (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,40.9657,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_ASIA,Asia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,51.422,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
