iso3,country,indicator,indicator_label,framework_layer,year,value,region,income_group,data_status,years_since_estimate,indicator_short,l2_dimension
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,84.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,72.8,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,97.8,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,29.4242,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,33.1505,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,19.5842,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,74.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,57.5,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,72.5,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,56.4496,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,45.6644,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,10.5943,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,18.45,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,43.1169,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_WA,(SDGRC) West Africa,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,75.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_WA,(SDGRC) West Africa,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,57.7,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_WA,(SDGRC) West Africa,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,63.1,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_WA,(SDGRC) West Africa,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,42.8765,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_WA,(SDGRC) West Africa,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,34.5515,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_WA,(SDGRC) West Africa,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,8.78,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_WA,(SDGRC) West Africa,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,17.9982,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_WA,(SDGRC) West Africa,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,39.3074,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECE_ALL,ECE_All countries,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,93.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECE_ALL,ECE_All countries,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,94.5,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECE_ALL,ECE_All countries,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.0,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECE_CIS11,ECE_CIS (CWG),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,93.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECE_CIS11,ECE_CIS (CWG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,89.7,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECE_CIS11,ECE_CIS (CWG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.7,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,96.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.8,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,93.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,89.6,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.7,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECE_EU27,ECE_European Union (E25),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,92.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECE_EU27,ECE_European Union (E25),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,95.4,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECE_EU27,ECE_European Union (E25),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,98.4,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,93.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,97.1,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,98.3,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,91.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,94.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECLAC_ALL,ECLAC_All countries,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,82.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECLAC_ALL,ECLAC_All countries,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,91.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECLAC_ALL,ECLAC_All countries,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,95.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECLAC_ALL,ECLAC_All countries,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,58.858,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECLAC_ALL,ECLAC_All countries,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,43.2,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,93.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,87.6,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.0,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,28.0401,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,44.5103,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECLAC_LA,ECLAC_Latin America,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,82.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECLAC_LA,ECLAC_Latin America,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,91.1,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECLAC_LA,ECLAC_Latin America,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,95.8,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECLAC_LA,ECLAC_Latin America,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,58.9187,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECLAC_LA,ECLAC_Latin America,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,43.3839,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ESCAP_AFRICA,(SDGRC) ESCAP_Africa (AFR),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,76.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ESCAP_ALL,ESCAP_All countries,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,91.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ESCAP_ALL,ESCAP_All countries,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,72.9,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ESCAP_ALL,ESCAP_All countries,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,91.8,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ESCAP_ALL,ESCAP_All countries,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,41.2327,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ESCAP_ALL,ESCAP_All countries,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,52.4716,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ESCAP_ALL,ESCAP_All countries,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,22.3275,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ESCAP_ALL,ESCAP_All countries,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,35.0011,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ESCAP_ALL,ESCAP_All countries,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,52.1265,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,80.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,80.5,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,94.1,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,50.3334,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,50.7002,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,85.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,61.5,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,82.1,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,43.6673,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,50.7407,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,28.4661,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,38.4769,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,61.4912,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ESCAP_ECO,ESCAP_ECO (ECO),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,86.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ESCAP_ENEA,ESCAP_East and North-East Asia (ENEA),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,97.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ESCAP_ENEA,ESCAP_East and North-East Asia (ENEA),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,94.1,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ESCAP_ENEA,ESCAP_East and North-East Asia (ENEA),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ESCAP_ENEA,ESCAP_East and North-East Asia (ENEA),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,35.2145,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ESCAP_ENEA,ESCAP_East and North-East Asia (ENEA),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,43.2894,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ESCAP_ENEA,ESCAP_East and North-East Asia (ENEA),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,60.4901,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ESCAP_ENEA,ESCAP_East and North-East Asia (ENEA),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,72.3515,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ESCAP_EUROPE,ESCAP_Europe (Europe),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,92.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ESCAP_LATIN_AMERICA,ESCAP_Latin America (LAC),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,82.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,84.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,53.1,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,76.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,42.466,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,55.7958,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,26.0699,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,33.9361,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,60.1283,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ESCAP_LLDC,ESCAP_LLDC (LLDC_E),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,80.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ESCAP_LLDC,ESCAP_LLDC (LLDC_E),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,68.3,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ESCAP_LLDC,ESCAP_LLDC (LLDC_E),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,87.4,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ESCAP_LLDC,ESCAP_LLDC (LLDC_E),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,48.5597,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ESCAP_LLDC,ESCAP_LLDC (LLDC_E),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,48.3561,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ESCAP_LLDC,ESCAP_LLDC (LLDC_E),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,26.1427,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
