iso3,country,indicator,indicator_label,framework_layer,year,value,region,income_group,data_status,years_since_estimate,indicator_short,progress
UNSDG_EASTERNAFR,Eastern Africa (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,31.3604,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_EASTERNAFR,Eastern Africa (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,31.1711,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_EASTERNAFR,Eastern Africa (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.9251,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_EASTERNAFR,Eastern Africa (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,59.1375,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
UNSDG_EASTERNAFR,Eastern Africa (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.1087,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_EASTERNASIA,Eastern Asia (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,16.0176,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_EASTERNASIA,Eastern Asia (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.8517,,,Recent (≤5 years),0,Stunting,On track
UNSDG_EASTERNASIA,Eastern Asia (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,10.1457,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_EASTERNASIA,Eastern Asia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,35.2145,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
UNSDG_EASTERNASIA,Eastern Asia (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,5.5766,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_EASTERNASIASOUTHEASTERNASIA,Eastern and South-Eastern Asia (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,18.7269,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_EASTERNASIASOUTHEASTERNASIA,Eastern and South-Eastern Asia (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,13.1304,,,Recent (≤5 years),0,Stunting,Insufficient progress
UNSDG_EASTERNASIASOUTHEASTERNASIA,Eastern and South-Eastern Asia (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.4517,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_EASTERNASIASOUTHEASTERNASIA,Eastern and South-Eastern Asia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,37.4018,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
UNSDG_EASTERNASIASOUTHEASTERNASIA,Eastern and South-Eastern Asia (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,8.4247,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_EASTERNEUROPE,Eastern Europe (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,23.4643,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_EASTERNEUROPE,Eastern Europe (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.6321,,,Recent (≤5 years),0,Stunting,On track
UNSDG_EASTERNEUROPE,Eastern Europe (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.1318,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_EASTERNEUROPE,Eastern Europe (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,7.0566,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_EUROPE,Europe (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,18.6379,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_EUROPE,Europe (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.5803,,,Recent (≤5 years),0,Stunting,On track
UNSDG_EUROPE,Europe (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.8832,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_EUROPE,Europe (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,7.008,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_EUROPENORTHERNAMR,Europe and Northern America (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,17.3368,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_EUROPENORTHERNAMR,Europe and Northern America (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.7698,,,Recent (≤5 years),0,Stunting,On track
UNSDG_EUROPENORTHERNAMR,Europe and Northern America (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.6315,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_EUROPENORTHERNAMR,Europe and Northern America (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,7.4251,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_LAC,Latin America and the Caribbean (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,19.9618,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_LAC,Latin America and the Caribbean (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,12.3988,,,Recent (≤5 years),0,Stunting,Insufficient progress
UNSDG_LAC,Latin America and the Caribbean (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.7657,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_LAC,Latin America and the Caribbean (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,43.2,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
UNSDG_LAC,Latin America and the Caribbean (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,9.7106,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_LDC,Países menos adelantados,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,37.2155,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_LDC,Países menos adelantados,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,33.852,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_LDC,Países menos adelantados,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.3276,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_LDC,Países menos adelantados,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,51.6533,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
UNSDG_LDC,Países menos adelantados,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,15.355,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_LLDC,Landlocked developing countries (LLDC) (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,32.1986,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_LLDC,Landlocked developing countries (LLDC) (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,29.1104,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_LLDC,Landlocked developing countries (LLDC) (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.1196,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_LLDC,Landlocked developing countries (LLDC) (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,49.9119,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
UNSDG_LLDC,Landlocked developing countries (LLDC) (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.6748,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_MELANESIA,Melanesia (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,29.1563,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_MELANESIA,Melanesia (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,43.5707,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_MELANESIA,Melanesia (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,16.603,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_MELANESIA,Melanesia (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,18.1061,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_MICRONESIA,Micronesia (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,24.5544,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_MICRONESIA,Micronesia (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,13.5627,,,Recent (≤5 years),0,Stunting,Insufficient progress
UNSDG_MICRONESIA,Micronesia (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.0363,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_MICRONESIA,Micronesia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,62.7218,,,Recent (≤5 years),0,Excl. Breastfeeding,On track
UNSDG_MICRONESIA,Micronesia (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,12.3988,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_MIDDLEAFR,Middle Africa (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,41.6897,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_MIDDLEAFR,Middle Africa (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,40.1066,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_MIDDLEAFR,Middle Africa (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.2692,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_MIDDLEAFR,Middle Africa (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,41.73,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
UNSDG_MIDDLEAFR,Middle Africa (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,12.205,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_NORTHAFR,Northern Africa (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,31.9691,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_NORTHAFR,Northern Africa (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,18.1291,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_NORTHAFR,Northern Africa (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.532,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_NORTHAFR,Northern Africa (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,36.164,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
UNSDG_NORTHAFR,Northern Africa (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.0021,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_NORTHERNAMR,Northern America (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,14.897,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_NORTHERNAMR,Northern America (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.08,,,Recent (≤5 years),0,Stunting,On track
UNSDG_NORTHERNAMR,Northern America (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.8559,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_NORTHERNAMR,Northern America (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,25.8,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
UNSDG_NORTHERNAMR,Northern America (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,8.1462,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_NORTHERNEUROPE,Northern Europe (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,14.7805,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_NORTHERNEUROPE,Northern Europe (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.0264,,,Recent (≤5 years),0,Stunting,On track
UNSDG_NORTHERNEUROPE,Northern Europe (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.7619,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_NORTHERNEUROPE,Northern Europe (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,5.9647,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_OCEANIA,Oceania (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,16.8513,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_OCEANIA,Oceania (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,20.7677,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_OCEANIA,Oceania (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,19.9709,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_OCEANIA,Oceania (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,11.9302,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_OCEANIAexAUSNZL,Oceania (exc. Australia and New Zealand) (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,28.8694,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_OCEANIAexAUSNZL,Oceania (exc. Australia and New Zealand) (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,41.5031,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_OCEANIAexAUSNZL,Oceania (exc. Australia and New Zealand) (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,15.9909,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_OCEANIAexAUSNZL,Oceania (exc. Australia and New Zealand) (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,17.9386,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_POLYNESIA,Polynesia (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.9537,,,Recent (≤5 years),0,Stunting,On track
UNSDG_POLYNESIA,Polynesia (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.8776,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_POLYNESIA,Polynesia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,47.896,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
UNSDG_POLYNESIA,Polynesia (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,16.8996,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_REGION_GLOBAL,SDG regions - Global (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,30.6911,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_REGION_GLOBAL,SDG regions - Global (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,23.225,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_REGION_GLOBAL,SDG regions - Global (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.4692,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_REGION_GLOBAL,SDG regions - Global (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,47.4336,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
UNSDG_REGION_GLOBAL,SDG regions - Global (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.7945,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_SIDS,Small island developing States (SIDS) (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,29.0383,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_SIDS,Small island developing States (SIDS) (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,21.2436,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_SIDS,Small island developing States (SIDS) (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.6249,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_SIDS,Small island developing States (SIDS) (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.386,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_SOUTHAMR,South America (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,21.7702,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_SOUTHAMR,South America (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.8742,,,Recent (≤5 years),0,Stunting,On track
UNSDG_SOUTHAMR,South America (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.9358,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_SOUTHAMR,South America (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,49.7675,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
UNSDG_SOUTHAMR,South America (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,8.8538,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_SOUTHASIA,Southern Asia (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,49.3031,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_SOUTHASIA,Southern Asia (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,31.3829,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_SOUTHASIA,Southern Asia (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.1593,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_SOUTHASIA,Southern Asia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,59.5299,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
UNSDG_SOUTHASIA,Southern Asia (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,24.358,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_SOUTHEASTERNASIA,South-eastern Asia (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,24.1892,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_SOUTHEASTERNASIA,South-eastern Asia (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,22.7346,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_SOUTHEASTERNASIA,South-eastern Asia (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.3263,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_SOUTHEASTERNASIA,South-eastern Asia (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,12.0128,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_SOUTHERNAFR,Southern Africa (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,30.9974,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_SOUTHERNAFR,Southern Africa (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,24.0801,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_SOUTHERNAFR,Southern Africa (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,12.0885,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_SOUTHERNAFR,Southern Africa (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,16.3273,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_SOUTHERNEUROPE,Southern Europe (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,17.1825,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_SOUTHERNEUROPE,Southern Europe (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.5844,,,Recent (≤5 years),0,Stunting,On track
UNSDG_SOUTHERNEUROPE,Southern Europe (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.0202,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_SOUTHERNEUROPE,Southern Europe (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,8.1721,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,36.7891,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,32.1526,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.8844,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
