iso3,country,indicator,indicator_label,framework_layer,year,value,region,income_group,data_status,years_since_estimate,indicator_short,progress
KWT,Kuwait,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.456,Middle East and North Africa,High income,Recent (≤5 years),0,Stunting,On track
KWT,Kuwait,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,10.0813,Middle East and North Africa,High income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
KWT,Kuwait,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.366,Middle East and North Africa,High income,Recent (≤5 years),4,Low Birth Weight,On track
LAO,Lao People's Democratic Republic,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,28.6,East Asia and Pacific,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
LAO,Lao People's Democratic Republic,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,29.8514,East Asia and Pacific,Lower middle income,Recent (≤5 years),0,Stunting,Off track
LAO,Lao People's Democratic Republic,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.7132,East Asia and Pacific,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
LAO,Lao People's Democratic Republic,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2023,50.3193,East Asia and Pacific,Lower middle income,Recent (≤5 years),1,Excl. Breastfeeding,Insufficient progress
LAO,Lao People's Democratic Republic,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,16.7323,East Asia and Pacific,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
LBN,Lebanon,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,34.0,Middle East and North Africa,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
LBN,Lebanon,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,10.0694,Middle East and North Africa,Upper middle income,Recent (≤5 years),0,Stunting,Insufficient progress
LBN,Lebanon,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.5351,Middle East and North Africa,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
LBN,Lebanon,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2023,22.7,Middle East and North Africa,Upper middle income,Recent (≤5 years),1,Excl. Breastfeeding,Off track
LBN,Lebanon,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,12.5996,Middle East and North Africa,Upper middle income,Recent (≤5 years),4,Low Birth Weight,On track
LBR,Liberia,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,42.5,Sub-Saharan Africa,Low income,Recent (≤5 years),1,Anaemia (WRA),On track
LBR,Liberia,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,26.887,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Stunting,Off track
LBR,Liberia,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.0982,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
LBR,Liberia,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2019,55.2284,Sub-Saharan Africa,Low income,Recent (≤5 years),5,Excl. Breastfeeding,Insufficient progress
LBR,Liberia,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,19.8813,Sub-Saharan Africa,Low income,Recent (≤5 years),4,Low Birth Weight,On track
LBY,Libya,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,29.3,Middle East and North Africa,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
LBY,Libya,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.1545,Middle East and North Africa,Upper middle income,Recent (≤5 years),0,Stunting,On track
LBY,Libya,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.7272,Middle East and North Africa,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
LCA,Saint Lucia,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,19.9,Latin America and Caribbean,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
LCA,Saint Lucia,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,2.7981,Latin America and Caribbean,Upper middle income,Recent (≤5 years),0,Stunting,On track
LCA,Saint Lucia,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.7593,Latin America and Caribbean,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
LCA,Saint Lucia,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2012,3.497,Latin America and Caribbean,Upper middle income,Outdated (>10 years),12,Excl. Breastfeeding,Data outdated
LCA,Saint Lucia,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,16.2511,Latin America and Caribbean,Upper middle income,Recent (≤5 years),4,Low Birth Weight,On track
LKA,Sri Lanka,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,20.9,South Asia,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
LKA,Sri Lanka,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,10.092,South Asia,Lower middle income,Recent (≤5 years),0,Stunting,Insufficient progress
LKA,Sri Lanka,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,0.9076,South Asia,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
LKA,Sri Lanka,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2016,80.9288,South Asia,Lower middle income,Dated (6-10 years),8,Excl. Breastfeeding,Data outdated
LKA,Sri Lanka,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,17.9783,South Asia,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
LSO,Lesotho,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,34.2,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
LSO,Lesotho,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,34.9908,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Stunting,Off track
LSO,Lesotho,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.5115,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
LSO,Lesotho,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,60.7438,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Excl. Breastfeeding,On track
LSO,Lesotho,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.4474,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
LTU,Lithuania,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,23.7,Europe and Central Asia,High income,Recent (≤5 years),1,Anaemia (WRA),On track
LTU,Lithuania,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,1.5518,Europe and Central Asia,High income,Recent (≤5 years),0,Stunting,On track
LTU,Lithuania,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.5955,Europe and Central Asia,High income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
LTU,Lithuania,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,4.3979,Europe and Central Asia,High income,Recent (≤5 years),4,Low Birth Weight,On track
LUX,Luxembourg,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,15.4,Europe and Central Asia,High income,Recent (≤5 years),1,Anaemia (WRA),On track
LUX,Luxembourg,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,7.7499,Europe and Central Asia,High income,Recent (≤5 years),4,Low Birth Weight,On track
LVA,Latvia,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,21.4,Europe and Central Asia,High income,Recent (≤5 years),1,Anaemia (WRA),On track
LVA,Latvia,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,1.6717,Europe and Central Asia,High income,Recent (≤5 years),0,Stunting,On track
LVA,Latvia,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.6324,Europe and Central Asia,High income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
LVA,Latvia,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,4.2326,Europe and Central Asia,High income,Recent (≤5 years),4,Low Birth Weight,On track
MAR,Morocco,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,29.5,Middle East and North Africa,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
MAR,Morocco,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,13.6869,Middle East and North Africa,Lower middle income,Recent (≤5 years),0,Stunting,Insufficient progress
MAR,Morocco,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,11.1755,Middle East and North Africa,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
MAR,Morocco,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2017,35.0,Middle East and North Africa,Lower middle income,Dated (6-10 years),7,Excl. Breastfeeding,Off track
MAR,Morocco,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.7665,Middle East and North Africa,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
MCO,Monaco,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,15.9,,,Recent (≤5 years),1,Anaemia (WRA),On track
MCO,Monaco,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.8246,,,Recent (≤5 years),4,Low Birth Weight,On track
MDA,Republic of Moldova,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,28.5,Europe and Central Asia,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
MDA,Republic of Moldova,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.2028,Europe and Central Asia,Lower middle income,Recent (≤5 years),0,Stunting,On track
MDA,Republic of Moldova,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.0635,Europe and Central Asia,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
MDA,Republic of Moldova,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2012,36.3703,Europe and Central Asia,Lower middle income,Outdated (>10 years),12,Excl. Breastfeeding,Data outdated
MDA,Republic of Moldova,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.4705,Europe and Central Asia,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
MDG,Madagascar,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,37.2,Sub-Saharan Africa,Low income,Recent (≤5 years),1,Anaemia (WRA),On track
MDG,Madagascar,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,38.3883,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Stunting,Off track
MDG,Madagascar,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,2.3351,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
MDG,Madagascar,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2021,54.4131,Sub-Saharan Africa,Low income,Recent (≤5 years),3,Excl. Breastfeeding,Insufficient progress
MDG,Madagascar,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,18.7121,Sub-Saharan Africa,Low income,Recent (≤5 years),4,Low Birth Weight,On track
MDV,Maldives,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,43.4,South Asia,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
MDV,Maldives,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,14.1944,South Asia,Upper middle income,Recent (≤5 years),0,Stunting,Insufficient progress
MDV,Maldives,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.0498,South Asia,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
MDV,Maldives,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2017,63.0329,South Asia,Upper middle income,Dated (6-10 years),7,Excl. Breastfeeding,On track
MDV,Maldives,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.7183,South Asia,Upper middle income,Recent (≤5 years),4,Low Birth Weight,On track
MEX,Mexico,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,13.2,Latin America and Caribbean,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
MEX,Mexico,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,13.0646,Latin America and Caribbean,Upper middle income,Recent (≤5 years),0,Stunting,Insufficient progress
MEX,Mexico,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.4357,Latin America and Caribbean,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
MEX,Mexico,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2023,34.9976,Latin America and Caribbean,Upper middle income,Recent (≤5 years),1,Excl. Breastfeeding,Off track
MEX,Mexico,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,10.1538,Latin America and Caribbean,Upper middle income,Recent (≤5 years),4,Low Birth Weight,On track
MHL,Marshall Islands,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,23.5,East Asia and Pacific,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
MHL,Marshall Islands,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,29.9566,East Asia and Pacific,Upper middle income,Recent (≤5 years),0,Stunting,Off track
MHL,Marshall Islands,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.6007,East Asia and Pacific,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
MHL,Marshall Islands,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2017,43.1171,East Asia and Pacific,Upper middle income,Dated (6-10 years),7,Excl. Breastfeeding,Off track
MKD,North Macedonia,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,21.5,Europe and Central Asia,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
MKD,North Macedonia,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.7789,Europe and Central Asia,Upper middle income,Recent (≤5 years),0,Stunting,On track
MKD,North Macedonia,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,12.2665,Europe and Central Asia,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
MKD,North Macedonia,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2019,27.519,Europe and Central Asia,Upper middle income,Recent (≤5 years),5,Excl. Breastfeeding,Off track
MKD,North Macedonia,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,8.2921,Europe and Central Asia,Upper middle income,Recent (≤5 years),4,Low Birth Weight,On track
MLI,Mali,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,56.5,Sub-Saharan Africa,Low income,Recent (≤5 years),1,Anaemia (WRA),Insufficient progress
MLI,Mali,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,23.229,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Stunting,Off track
MLI,Mali,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,1.2956,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
MLI,Mali,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,40.3986,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Excl. Breastfeeding,Off track
MLT,Malta,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,15.7,Europe and Central Asia,High income,Recent (≤5 years),1,Anaemia (WRA),On track
MLT,Malta,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.4926,Europe and Central Asia,High income,Recent (≤5 years),0,Stunting,On track
MLT,Malta,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,10.1399,Europe and Central Asia,High income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
MLT,Malta,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,7.1841,Europe and Central Asia,High income,Recent (≤5 years),4,Low Birth Weight,On track
MMR,Myanmar,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,39.7,East Asia and Pacific,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
MMR,Myanmar,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,24.4791,East Asia and Pacific,Lower middle income,Recent (≤5 years),0,Stunting,Off track
MMR,Myanmar,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,0.6229,East Asia and Pacific,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
MMR,Myanmar,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2016,51.2379,East Asia and Pacific,Lower middle income,Dated (6-10 years),8,Excl. Breastfeeding,Data outdated
MMR,Myanmar,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,12.4843,East Asia and Pacific,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
MNE,Montenegro,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,25.8,Europe and Central Asia,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
MNE,Montenegro,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.9979,Europe and Central Asia,Upper middle income,Recent (≤5 years),0,Stunting,On track
MNE,Montenegro,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.6033,Europe and Central Asia,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
MNE,Montenegro,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2018,19.5167,Europe and Central Asia,Upper middle income,Dated (6-10 years),6,Excl. Breastfeeding,Off track
MNE,Montenegro,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.232,Europe and Central Asia,Upper middle income,Recent (≤5 years),4,Low Birth Weight,On track
MNG,Mongolia,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,19.1,East Asia and Pacific,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
MNG,Mongolia,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.0533,East Asia and Pacific,Lower middle income,Recent (≤5 years),0,Stunting,On track
MNG,Mongolia,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,12.2926,East Asia and Pacific,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
